date,Province,Municipality,date_week
2017-01-02,granada,albolote,2017-01-02
2017-01-06,granada,albolote,2017-01-02
2017-02-02,granada,albolote,2017-01-30
2017-02-28,granada,albolote,2017-02-27
2017-04-01,granada,albolote,2017-03-27
2017-04-02,granada,albolote,2017-03-27
2017-04-14,granada,albolote,2017-04-10
2017-05-01,granada,albolote,2017-05-01
2017-08-15,granada,albolote,2017-08-14
2017-10-12,granada,albolote,2017-10-09
2017-11-01,granada,albolote,2017-10-30
2017-12-06,granada,albolote,2017-12-04
2017-12-08,granada,albolote,2017-12-04
2017-12-25,granada,albolote,2017-12-25
2017-01-02,granada,alhama-de-granada,2017-01-02
2017-01-06,granada,alhama-de-granada,2017-01-02
2017-02-28,granada,alhama-de-granada,2017-02-27
2017-04-01,granada,alhama-de-granada,2017-03-27
2017-04-02,granada,alhama-de-granada,2017-03-27
2017-04-14,granada,alhama-de-granada,2017-04-10
2017-05-01,granada,alhama-de-granada,2017-05-01
2017-08-15,granada,alhama-de-granada,2017-08-14
2017-10-12,granada,alhama-de-granada,2017-10-09
2017-11-01,granada,alhama-de-granada,2017-10-30
2017-12-06,granada,alhama-de-granada,2017-12-04
2017-12-08,granada,alhama-de-granada,2017-12-04
2017-12-25,granada,alhama-de-granada,2017-12-25
2017-01-02,granada,almunecar,2017-01-02
2017-01-06,granada,almunecar,2017-01-02
2017-02-28,granada,almunecar,2017-02-27
2017-03-19,granada,almunecar,2017-03-13
2017-04-01,granada,almunecar,2017-03-27
2017-04-02,granada,almunecar,2017-03-27
2017-04-14,granada,almunecar,2017-04-10
2017-05-01,granada,almunecar,2017-05-01
2017-08-15,granada,almunecar,2017-08-14
2017-10-12,granada,almunecar,2017-10-09
2017-11-01,granada,almunecar,2017-10-30
2017-12-06,granada,almunecar,2017-12-04
2017-12-08,granada,almunecar,2017-12-04
2017-12-25,granada,almunecar,2017-12-25
2017-01-02,granada,armilla,2017-01-02
2017-01-06,granada,armilla,2017-01-02
2017-02-28,granada,armilla,2017-02-27
2017-04-01,granada,armilla,2017-03-27
2017-04-02,granada,armilla,2017-03-27
2017-04-14,granada,armilla,2017-04-10
2017-05-01,granada,armilla,2017-05-01
2017-05-15,granada,armilla,2017-05-15
2017-08-15,granada,armilla,2017-08-14
2017-09-29,granada,armilla,2017-09-25
2017-10-12,granada,armilla,2017-10-09
2017-11-01,granada,armilla,2017-10-30
2017-12-06,granada,armilla,2017-12-04
2017-12-08,granada,armilla,2017-12-04
2017-12-25,granada,armilla,2017-12-25
2017-01-02,granada,baza,2017-01-02
2017-01-06,granada,baza,2017-01-02
2017-02-28,granada,baza,2017-02-27
2017-04-01,granada,baza,2017-03-27
2017-04-02,granada,baza,2017-03-27
2017-04-14,granada,baza,2017-04-10
2017-05-01,granada,baza,2017-05-01
2017-08-15,granada,baza,2017-08-14
2017-09-08,granada,baza,2017-09-04
2017-10-12,granada,baza,2017-10-09
2017-11-01,granada,baza,2017-10-30
2017-12-04,granada,baza,2017-12-04
2017-12-06,granada,baza,2017-12-04
2017-12-08,granada,baza,2017-12-04
2017-12-25,granada,baza,2017-12-25
2017-01-02,granada,granada,2017-01-02
2017-01-02,granada,granada,2017-01-02
2017-01-06,granada,granada,2017-01-02
2017-02-28,granada,granada,2017-02-27
2017-04-01,granada,granada,2017-03-27
2017-04-02,granada,granada,2017-03-27
2017-04-14,granada,granada,2017-04-10
2017-05-01,granada,granada,2017-05-01
2017-06-15,granada,granada,2017-06-12
2017-08-15,granada,granada,2017-08-14
2017-10-12,granada,granada,2017-10-09
2017-11-01,granada,granada,2017-10-30
2017-12-06,granada,granada,2017-12-04
2017-12-08,granada,granada,2017-12-04
2017-12-25,granada,granada,2017-12-25
2017-01-02,granada,guadix,2017-01-02
2017-01-06,granada,guadix,2017-01-02
2017-02-28,granada,guadix,2017-02-27
2017-04-01,granada,guadix,2017-03-27
2017-04-02,granada,guadix,2017-03-27
2017-04-14,granada,guadix,2017-04-10
2017-05-01,granada,guadix,2017-05-01
2017-05-15,granada,guadix,2017-05-15
2017-08-15,granada,guadix,2017-08-14
2017-09-09,granada,guadix,2017-09-04
2017-10-12,granada,guadix,2017-10-09
2017-11-01,granada,guadix,2017-10-30
2017-12-06,granada,guadix,2017-12-04
2017-12-08,granada,guadix,2017-12-04
2017-12-25,granada,guadix,2017-12-25
2017-01-02,granada,guejar-sierra,2017-01-02
2017-01-06,granada,guejar-sierra,2017-01-02
2017-02-28,granada,guejar-sierra,2017-02-27
2017-04-01,granada,guejar-sierra,2017-03-27
2017-04-02,granada,guejar-sierra,2017-03-27
2017-04-14,granada,guejar-sierra,2017-04-10
2017-05-01,granada,guejar-sierra,2017-05-01
2017-06-12,granada,guejar-sierra,2017-06-12
2017-08-15,granada,guejar-sierra,2017-08-14
2017-10-12,granada,guejar-sierra,2017-10-09
2017-11-01,granada,guejar-sierra,2017-10-30
2017-12-06,granada,guejar-sierra,2017-12-04
2017-12-08,granada,guejar-sierra,2017-12-04
2017-12-25,granada,guejar-sierra,2017-12-25
2017-01-02,granada,huescar,2017-01-02
2017-01-06,granada,huescar,2017-01-02
2017-02-28,granada,huescar,2017-02-27
2017-04-01,granada,huescar,2017-03-27
2017-04-02,granada,huescar,2017-03-27
2017-04-14,granada,huescar,2017-04-10
2017-05-01,granada,huescar,2017-05-01
2017-08-15,granada,huescar,2017-08-14
2017-10-12,granada,huescar,2017-10-09
2017-11-01,granada,huescar,2017-10-30
2017-12-06,granada,huescar,2017-12-04
2017-12-08,granada,huescar,2017-12-04
2017-12-25,granada,huescar,2017-12-25
2017-01-02,granada,loja,2017-01-02
2017-01-06,granada,loja,2017-01-02
2017-02-28,granada,loja,2017-02-27
2017-04-01,granada,loja,2017-03-27
2017-04-02,granada,loja,2017-03-27
2017-04-14,granada,loja,2017-04-10
2017-05-01,granada,loja,2017-05-01
2017-08-15,granada,loja,2017-08-14
2017-08-28,granada,loja,2017-08-28
2017-10-12,granada,loja,2017-10-09
2017-11-01,granada,loja,2017-10-30
2017-12-06,granada,loja,2017-12-04
2017-12-08,granada,loja,2017-12-04
2017-12-25,granada,loja,2017-12-25
2017-01-02,granada,maracena,2017-01-02
2017-01-06,granada,maracena,2017-01-02
2017-02-28,granada,maracena,2017-02-27
2017-04-01,granada,maracena,2017-03-27
2017-04-02,granada,maracena,2017-03-27
2017-04-14,granada,maracena,2017-04-10
2017-05-01,granada,maracena,2017-05-01
2017-08-15,granada,maracena,2017-08-14
2017-08-16,granada,maracena,2017-08-14
2017-10-12,granada,maracena,2017-10-09
2017-11-01,granada,maracena,2017-10-30
2017-12-06,granada,maracena,2017-12-04
2017-12-08,granada,maracena,2017-12-04
2017-12-25,granada,maracena,2017-12-25
2017-01-02,granada,motril,2017-01-02
2017-01-06,granada,motril,2017-01-02
2017-02-28,granada,motril,2017-02-27
2017-04-01,granada,motril,2017-03-27
2017-04-02,granada,motril,2017-03-27
2017-04-14,granada,motril,2017-04-10
2017-05-01,granada,motril,2017-05-01
2017-05-03,granada,motril,2017-05-01
2017-08-15,granada,motril,2017-08-14
2017-10-12,granada,motril,2017-10-09
2017-11-01,granada,motril,2017-10-30
2017-12-06,granada,motril,2017-12-04
2017-12-08,granada,motril,2017-12-04
2017-12-25,granada,motril,2017-12-25
2017-01-02,granada,orgiva,2017-01-02
2017-01-06,granada,orgiva,2017-01-02
2017-02-28,granada,orgiva,2017-02-27
2017-04-01,granada,orgiva,2017-03-27
2017-04-02,granada,orgiva,2017-03-27
2017-04-14,granada,orgiva,2017-04-10
2017-05-01,granada,orgiva,2017-05-01
2017-08-15,granada,orgiva,2017-08-14
2017-09-29,granada,orgiva,2017-09-25
2017-10-12,granada,orgiva,2017-10-09
2017-11-01,granada,orgiva,2017-10-30
2017-12-06,granada,orgiva,2017-12-04
2017-12-08,granada,orgiva,2017-12-04
2017-12-25,granada,orgiva,2017-12-25
2017-01-02,granada,pulianas,2017-01-02
2017-01-06,granada,pulianas,2017-01-02
2017-02-20,granada,pulianas,2017-02-20
2017-02-28,granada,pulianas,2017-02-27
2017-04-01,granada,pulianas,2017-03-27
2017-04-02,granada,pulianas,2017-03-27
2017-04-14,granada,pulianas,2017-04-10
2017-05-01,granada,pulianas,2017-05-01
2017-05-03,granada,pulianas,2017-05-01
2017-06-11,granada,pulianas,2017-06-05
2017-08-15,granada,pulianas,2017-08-14
2017-10-12,granada,pulianas,2017-10-09
2017-11-01,granada,pulianas,2017-10-30
2017-12-06,granada,pulianas,2017-12-04
2017-12-08,granada,pulianas,2017-12-04
2017-12-25,granada,pulianas,2017-12-25
2017-01-02,granada,salobrenya,2017-01-02
2017-01-06,granada,salobrenya,2017-01-02
2017-02-28,granada,salobrenya,2017-02-27
2017-04-01,granada,salobrenya,2017-03-27
2017-04-02,granada,salobrenya,2017-03-27
2017-04-14,granada,salobrenya,2017-04-10
2017-05-01,granada,salobrenya,2017-05-01
2017-08-15,granada,salobrenya,2017-08-14
2017-10-04,granada,salobrenya,2017-10-02
2017-10-12,granada,salobrenya,2017-10-09
2017-11-01,granada,salobrenya,2017-10-30
2017-12-06,granada,salobrenya,2017-12-04
2017-12-08,granada,salobrenya,2017-12-04
2017-12-25,granada,salobrenya,2017-12-25
2017-01-02,granada,la-zubia,2017-01-02
2017-01-06,granada,la-zubia,2017-01-02
2017-02-28,granada,la-zubia,2017-02-27
2017-04-01,granada,la-zubia,2017-03-27
2017-04-02,granada,la-zubia,2017-03-27
2017-04-14,granada,la-zubia,2017-04-10
2017-05-01,granada,la-zubia,2017-05-01
2017-05-16,granada,la-zubia,2017-05-15
2017-08-15,granada,la-zubia,2017-08-14
2017-10-12,granada,la-zubia,2017-10-09
2017-11-01,granada,la-zubia,2017-10-30
2017-12-06,granada,la-zubia,2017-12-04
2017-12-08,granada,la-zubia,2017-12-04
2017-12-25,granada,la-zubia,2017-12-25
2017-01-02,almeria,abla,2017-01-02
2017-01-06,almeria,abla,2017-01-02
2017-02-28,almeria,abla,2017-02-27
2017-04-01,almeria,abla,2017-03-27
2017-04-02,almeria,abla,2017-03-27
2017-04-13,almeria,abla,2017-04-10
2017-04-14,almeria,abla,2017-04-10
2017-04-20,almeria,abla,2017-04-17
2017-04-21,almeria,abla,2017-04-17
2017-05-01,almeria,abla,2017-05-01
2017-08-15,almeria,abla,2017-08-14
2017-10-12,almeria,abla,2017-10-09
2017-11-01,almeria,abla,2017-10-30
2017-12-06,almeria,abla,2017-12-04
2017-12-08,almeria,abla,2017-12-04
2017-12-25,almeria,abla,2017-12-25
2017-01-02,almeria,abrucena,2017-01-02
2017-01-06,almeria,abrucena,2017-01-02
2017-02-28,almeria,abrucena,2017-02-27
2017-03-19,almeria,abrucena,2017-03-13
2017-04-01,almeria,abrucena,2017-03-27
2017-04-02,almeria,abrucena,2017-03-27
2017-04-13,almeria,abrucena,2017-04-10
2017-04-14,almeria,abrucena,2017-04-10
2017-05-01,almeria,abrucena,2017-05-01
2017-08-15,almeria,abrucena,2017-08-14
2017-10-12,almeria,abrucena,2017-10-09
2017-11-01,almeria,abrucena,2017-10-30
2017-12-06,almeria,abrucena,2017-12-04
2017-12-08,almeria,abrucena,2017-12-04
2017-12-25,almeria,abrucena,2017-12-25
2017-01-02,almeria,adra,2017-01-02
2017-01-06,almeria,adra,2017-01-02
2017-02-28,almeria,adra,2017-02-27
2017-04-01,almeria,adra,2017-03-27
2017-04-02,almeria,adra,2017-03-27
2017-04-13,almeria,adra,2017-04-10
2017-04-14,almeria,adra,2017-04-10
2017-05-01,almeria,adra,2017-05-01
2017-08-15,almeria,adra,2017-08-14
2017-09-10,almeria,adra,2017-09-04
2017-10-12,almeria,adra,2017-10-09
2017-11-01,almeria,adra,2017-10-30
2017-12-06,almeria,adra,2017-12-04
2017-12-08,almeria,adra,2017-12-04
2017-12-25,almeria,adra,2017-12-25
2017-01-02,almeria,almeria,2017-01-02
2017-01-06,almeria,almeria,2017-01-02
2017-02-28,almeria,almeria,2017-02-27
2017-04-01,almeria,almeria,2017-03-27
2017-04-02,almeria,almeria,2017-03-27
2017-04-13,almeria,almeria,2017-04-10
2017-04-14,almeria,almeria,2017-04-10
2017-05-01,almeria,almeria,2017-05-01
2017-08-15,almeria,almeria,2017-08-14
2017-10-12,almeria,almeria,2017-10-09
2017-11-01,almeria,almeria,2017-10-30
2017-12-06,almeria,almeria,2017-12-04
2017-12-08,almeria,almeria,2017-12-04
2017-12-25,almeria,almeria,2017-12-25
2017-01-02,almeria,carboneras,2017-01-02
2017-01-06,almeria,carboneras,2017-01-02
2017-02-28,almeria,carboneras,2017-02-27
2017-04-01,almeria,carboneras,2017-03-27
2017-04-02,almeria,carboneras,2017-03-27
2017-04-13,almeria,carboneras,2017-04-10
2017-04-14,almeria,carboneras,2017-04-10
2017-05-01,almeria,carboneras,2017-05-01
2017-08-15,almeria,carboneras,2017-08-14
2017-10-12,almeria,carboneras,2017-10-09
2017-11-01,almeria,carboneras,2017-10-30
2017-12-06,almeria,carboneras,2017-12-04
2017-12-08,almeria,carboneras,2017-12-04
2017-12-25,almeria,carboneras,2017-12-25
2017-01-02,almeria,garrucha,2017-01-02
2017-01-06,almeria,garrucha,2017-01-02
2017-02-28,almeria,garrucha,2017-02-27
2017-04-01,almeria,garrucha,2017-03-27
2017-04-02,almeria,garrucha,2017-03-27
2017-04-13,almeria,garrucha,2017-04-10
2017-04-14,almeria,garrucha,2017-04-10
2017-05-01,almeria,garrucha,2017-05-01
2017-08-15,almeria,garrucha,2017-08-14
2017-08-16,almeria,garrucha,2017-08-14
2017-10-12,almeria,garrucha,2017-10-09
2017-11-01,almeria,garrucha,2017-10-30
2017-12-06,almeria,garrucha,2017-12-04
2017-12-08,almeria,garrucha,2017-12-04
2017-12-25,almeria,garrucha,2017-12-25
2017-01-02,almeria,huercal-overa,2017-01-02
2017-01-06,almeria,huercal-overa,2017-01-02
2017-02-28,almeria,huercal-overa,2017-02-27
2017-04-01,almeria,huercal-overa,2017-03-27
2017-04-02,almeria,huercal-overa,2017-03-27
2017-04-13,almeria,huercal-overa,2017-04-10
2017-04-14,almeria,huercal-overa,2017-04-10
2017-05-01,almeria,huercal-overa,2017-05-01
2017-08-15,almeria,huercal-overa,2017-08-14
2017-10-12,almeria,huercal-overa,2017-10-09
2017-10-19,almeria,huercal-overa,2017-10-16
2017-10-23,almeria,huercal-overa,2017-10-23
2017-11-01,almeria,huercal-overa,2017-10-30
2017-12-06,almeria,huercal-overa,2017-12-04
2017-12-08,almeria,huercal-overa,2017-12-04
2017-12-25,almeria,huercal-overa,2017-12-25
2017-01-02,almeria,nijar,2017-01-02
2017-01-06,almeria,nijar,2017-01-02
2017-01-20,almeria,nijar,2017-01-16
2017-02-28,almeria,nijar,2017-02-27
2017-04-01,almeria,nijar,2017-03-27
2017-04-02,almeria,nijar,2017-03-27
2017-04-13,almeria,nijar,2017-04-10
2017-04-14,almeria,nijar,2017-04-10
2017-05-01,almeria,nijar,2017-05-01
2017-05-15,almeria,nijar,2017-05-15
2017-08-15,almeria,nijar,2017-08-14
2017-10-12,almeria,nijar,2017-10-09
2017-11-01,almeria,nijar,2017-10-30
2017-12-06,almeria,nijar,2017-12-04
2017-12-08,almeria,nijar,2017-12-04
2017-12-25,almeria,nijar,2017-12-25
2017-01-02,almeria,roquetas-de-mar,2017-01-02
2017-01-06,almeria,roquetas-de-mar,2017-01-02
2017-02-28,almeria,roquetas-de-mar,2017-02-27
2017-04-01,almeria,roquetas-de-mar,2017-03-27
2017-04-02,almeria,roquetas-de-mar,2017-03-27
2017-04-13,almeria,roquetas-de-mar,2017-04-10
2017-04-14,almeria,roquetas-de-mar,2017-04-10
2017-05-01,almeria,roquetas-de-mar,2017-05-01
2017-07-26,almeria,roquetas-de-mar,2017-07-24
2017-08-15,almeria,roquetas-de-mar,2017-08-14
2017-10-07,almeria,roquetas-de-mar,2017-10-02
2017-10-12,almeria,roquetas-de-mar,2017-10-09
2017-11-01,almeria,roquetas-de-mar,2017-10-30
2017-12-06,almeria,roquetas-de-mar,2017-12-04
2017-12-08,almeria,roquetas-de-mar,2017-12-04
2017-12-25,almeria,roquetas-de-mar,2017-12-25
2017-01-02,almeria,velez-rubio,2017-01-02
2017-01-06,almeria,velez-rubio,2017-01-02
2017-02-28,almeria,velez-rubio,2017-02-27
2017-04-01,almeria,velez-rubio,2017-03-27
2017-04-02,almeria,velez-rubio,2017-03-27
2017-04-02,almeria,velez-rubio,2017-03-27
2017-04-13,almeria,velez-rubio,2017-04-10
2017-04-14,almeria,velez-rubio,2017-04-10
2017-05-01,almeria,velez-rubio,2017-05-01
2017-08-03,almeria,velez-rubio,2017-07-31
2017-08-15,almeria,velez-rubio,2017-08-14
2017-10-12,almeria,velez-rubio,2017-10-09
2017-11-01,almeria,velez-rubio,2017-10-30
2017-12-06,almeria,velez-rubio,2017-12-04
2017-12-08,almeria,velez-rubio,2017-12-04
2017-12-25,almeria,velez-rubio,2017-12-25
2017-01-02,almeria,vicar,2017-01-02
2017-01-06,almeria,vicar,2017-01-02
2017-02-28,almeria,vicar,2017-02-27
2017-04-01,almeria,vicar,2017-03-27
2017-04-02,almeria,vicar,2017-03-27
2017-04-13,almeria,vicar,2017-04-10
2017-04-14,almeria,vicar,2017-04-10
2017-05-01,almeria,vicar,2017-05-01
2017-06-22,almeria,vicar,2017-06-19
2017-08-15,almeria,vicar,2017-08-14
2017-09-21,almeria,vicar,2017-09-18
2017-10-12,almeria,vicar,2017-10-09
2017-11-01,almeria,vicar,2017-10-30
2017-12-06,almeria,vicar,2017-12-04
2017-12-08,almeria,vicar,2017-12-04
2017-12-25,almeria,vicar,2017-12-25
2017-01-02,almeria,el-ejido,2017-01-02
2017-01-06,almeria,el-ejido,2017-01-02
2017-02-28,almeria,el-ejido,2017-02-27
2017-04-01,almeria,el-ejido,2017-03-27
2017-04-02,almeria,el-ejido,2017-03-27
2017-04-13,almeria,el-ejido,2017-04-10
2017-04-14,almeria,el-ejido,2017-04-10
2017-05-01,almeria,el-ejido,2017-05-01
2017-08-15,almeria,el-ejido,2017-08-14
2017-10-12,almeria,el-ejido,2017-10-09
2017-11-01,almeria,el-ejido,2017-10-30
2017-12-06,almeria,el-ejido,2017-12-04
2017-12-08,almeria,el-ejido,2017-12-04
2017-12-25,almeria,el-ejido,2017-12-25
2017-01-02,cadiz,algeciras,2017-01-02
2017-01-06,cadiz,algeciras,2017-01-02
2017-02-28,cadiz,algeciras,2017-02-27
2017-04-01,cadiz,algeciras,2017-03-27
2017-04-02,cadiz,algeciras,2017-03-27
2017-04-13,cadiz,algeciras,2017-04-10
2017-04-14,cadiz,algeciras,2017-04-10
2017-05-01,cadiz,algeciras,2017-05-01
2017-06-26,cadiz,algeciras,2017-06-26
2017-08-15,cadiz,algeciras,2017-08-14
2017-10-12,cadiz,algeciras,2017-10-09
2017-11-01,cadiz,algeciras,2017-10-30
2017-12-06,cadiz,algeciras,2017-12-04
2017-12-08,cadiz,algeciras,2017-12-04
2017-12-25,cadiz,algeciras,2017-12-25
2017-01-02,cadiz,arcos-de-la-frontera,2017-01-02
2017-01-06,cadiz,arcos-de-la-frontera,2017-01-02
2017-02-28,cadiz,arcos-de-la-frontera,2017-02-27
2017-04-01,cadiz,arcos-de-la-frontera,2017-03-27
2017-04-02,cadiz,arcos-de-la-frontera,2017-03-27
2017-04-13,cadiz,arcos-de-la-frontera,2017-04-10
2017-04-14,cadiz,arcos-de-la-frontera,2017-04-10
2017-05-01,cadiz,arcos-de-la-frontera,2017-05-01
2017-05-07,cadiz,arcos-de-la-frontera,2017-05-01
2017-08-15,cadiz,arcos-de-la-frontera,2017-08-14
2017-09-29,cadiz,arcos-de-la-frontera,2017-09-25
2017-10-12,cadiz,arcos-de-la-frontera,2017-10-09
2017-11-01,cadiz,arcos-de-la-frontera,2017-10-30
2017-12-06,cadiz,arcos-de-la-frontera,2017-12-04
2017-12-08,cadiz,arcos-de-la-frontera,2017-12-04
2017-12-25,cadiz,arcos-de-la-frontera,2017-12-25
2017-01-02,cadiz,barbate,2017-01-02
2017-01-06,cadiz,barbate,2017-01-02
2017-02-28,cadiz,barbate,2017-02-27
2017-04-01,cadiz,barbate,2017-03-27
2017-04-02,cadiz,barbate,2017-03-27
2017-04-13,cadiz,barbate,2017-04-10
2017-04-14,cadiz,barbate,2017-04-10
2017-05-01,cadiz,barbate,2017-05-01
2017-05-03,cadiz,barbate,2017-05-01
2017-08-15,cadiz,barbate,2017-08-14
2017-10-12,cadiz,barbate,2017-10-09
2017-11-01,cadiz,barbate,2017-10-30
2017-12-06,cadiz,barbate,2017-12-04
2017-12-08,cadiz,barbate,2017-12-04
2017-12-25,cadiz,barbate,2017-12-25
2017-01-02,cadiz,los-barrios,2017-01-02
2017-01-06,cadiz,los-barrios,2017-01-02
2017-02-28,cadiz,los-barrios,2017-02-27
2017-04-01,cadiz,los-barrios,2017-03-27
2017-04-02,cadiz,los-barrios,2017-03-27
2017-04-13,cadiz,los-barrios,2017-04-10
2017-04-14,cadiz,los-barrios,2017-04-10
2017-05-01,cadiz,los-barrios,2017-05-01
2017-05-15,cadiz,los-barrios,2017-05-15
2017-08-15,cadiz,los-barrios,2017-08-14
2017-10-12,cadiz,los-barrios,2017-10-09
2017-11-01,cadiz,los-barrios,2017-10-30
2017-12-06,cadiz,los-barrios,2017-12-04
2017-12-08,cadiz,los-barrios,2017-12-04
2017-12-25,cadiz,los-barrios,2017-12-25
2017-01-02,cadiz,cadiz,2017-01-02
2017-01-06,cadiz,cadiz,2017-01-02
2017-02-27,cadiz,cadiz,2017-02-27
2017-02-28,cadiz,cadiz,2017-02-27
2017-04-01,cadiz,cadiz,2017-03-27
2017-04-02,cadiz,cadiz,2017-03-27
2017-04-13,cadiz,cadiz,2017-04-10
2017-04-14,cadiz,cadiz,2017-04-10
2017-05-01,cadiz,cadiz,2017-05-01
2017-08-15,cadiz,cadiz,2017-08-14
2017-10-07,cadiz,cadiz,2017-10-02
2017-10-12,cadiz,cadiz,2017-10-09
2017-11-01,cadiz,cadiz,2017-10-30
2017-12-06,cadiz,cadiz,2017-12-04
2017-12-08,cadiz,cadiz,2017-12-04
2017-12-25,cadiz,cadiz,2017-12-25
2017-01-02,cadiz,conil-de-la-frontera,2017-01-02
2017-01-06,cadiz,conil-de-la-frontera,2017-01-02
2017-02-28,cadiz,conil-de-la-frontera,2017-02-27
2017-04-01,cadiz,conil-de-la-frontera,2017-03-27
2017-04-02,cadiz,conil-de-la-frontera,2017-03-27
2017-04-13,cadiz,conil-de-la-frontera,2017-04-10
2017-04-14,cadiz,conil-de-la-frontera,2017-04-10
2017-05-01,cadiz,conil-de-la-frontera,2017-05-01
2017-08-15,cadiz,conil-de-la-frontera,2017-08-14
2017-09-08,cadiz,conil-de-la-frontera,2017-09-04
2017-10-12,cadiz,conil-de-la-frontera,2017-10-09
2017-11-01,cadiz,conil-de-la-frontera,2017-10-30
2017-12-06,cadiz,conil-de-la-frontera,2017-12-04
2017-12-08,cadiz,conil-de-la-frontera,2017-12-04
2017-12-25,cadiz,conil-de-la-frontera,2017-12-25
2017-01-02,cadiz,chiclana-de-la-frontera,2017-01-02
2017-01-06,cadiz,chiclana-de-la-frontera,2017-01-02
2017-02-28,cadiz,chiclana-de-la-frontera,2017-02-27
2017-04-01,cadiz,chiclana-de-la-frontera,2017-03-27
2017-04-02,cadiz,chiclana-de-la-frontera,2017-03-27
2017-04-13,cadiz,chiclana-de-la-frontera,2017-04-10
2017-04-14,cadiz,chiclana-de-la-frontera,2017-04-10
2017-05-01,cadiz,chiclana-de-la-frontera,2017-05-01
2017-08-15,cadiz,chiclana-de-la-frontera,2017-08-14
2017-09-08,cadiz,chiclana-de-la-frontera,2017-09-04
2017-10-12,cadiz,chiclana-de-la-frontera,2017-10-09
2017-11-01,cadiz,chiclana-de-la-frontera,2017-10-30
2017-12-06,cadiz,chiclana-de-la-frontera,2017-12-04
2017-12-08,cadiz,chiclana-de-la-frontera,2017-12-04
2017-12-25,cadiz,chiclana-de-la-frontera,2017-12-25
2017-01-02,cadiz,jerez-de-la-frontera,2017-01-02
2017-01-06,cadiz,jerez-de-la-frontera,2017-01-02
2017-02-28,cadiz,jerez-de-la-frontera,2017-02-27
2017-04-01,cadiz,jerez-de-la-frontera,2017-03-27
2017-04-02,cadiz,jerez-de-la-frontera,2017-03-27
2017-04-13,cadiz,jerez-de-la-frontera,2017-04-10
2017-04-14,cadiz,jerez-de-la-frontera,2017-04-10
2017-05-01,cadiz,jerez-de-la-frontera,2017-05-01
2017-08-15,cadiz,jerez-de-la-frontera,2017-08-14
2017-09-24,cadiz,jerez-de-la-frontera,2017-09-18
2017-10-09,cadiz,jerez-de-la-frontera,2017-10-09
2017-10-11,cadiz,jerez-de-la-frontera,2017-10-09
2017-10-12,cadiz,jerez-de-la-frontera,2017-10-09
2017-11-01,cadiz,jerez-de-la-frontera,2017-10-30
2017-12-06,cadiz,jerez-de-la-frontera,2017-12-04
2017-12-08,cadiz,jerez-de-la-frontera,2017-12-04
2017-12-25,cadiz,jerez-de-la-frontera,2017-12-25
2017-01-02,cadiz,la-linea-de-la-concepcion,2017-01-02
2017-01-06,cadiz,la-linea-de-la-concepcion,2017-01-02
2017-02-28,cadiz,la-linea-de-la-concepcion,2017-02-27
2017-04-01,cadiz,la-linea-de-la-concepcion,2017-03-27
2017-04-02,cadiz,la-linea-de-la-concepcion,2017-03-27
2017-04-13,cadiz,la-linea-de-la-concepcion,2017-04-10
2017-04-14,cadiz,la-linea-de-la-concepcion,2017-04-10
2017-05-01,cadiz,la-linea-de-la-concepcion,2017-05-01
2017-07-16,cadiz,la-linea-de-la-concepcion,2017-07-10
2017-07-20,cadiz,la-linea-de-la-concepcion,2017-07-17
2017-07-27,cadiz,la-linea-de-la-concepcion,2017-07-24
2017-08-15,cadiz,la-linea-de-la-concepcion,2017-08-14
2017-10-12,cadiz,la-linea-de-la-concepcion,2017-10-09
2017-11-01,cadiz,la-linea-de-la-concepcion,2017-10-30
2017-12-06,cadiz,la-linea-de-la-concepcion,2017-12-04
2017-12-08,cadiz,la-linea-de-la-concepcion,2017-12-04
2017-12-25,cadiz,la-linea-de-la-concepcion,2017-12-25
2017-01-02,cadiz,el-puerto-de-santa-maria,2017-01-02
2017-01-06,cadiz,el-puerto-de-santa-maria,2017-01-02
2017-02-28,cadiz,el-puerto-de-santa-maria,2017-02-27
2017-04-01,cadiz,el-puerto-de-santa-maria,2017-03-27
2017-04-02,cadiz,el-puerto-de-santa-maria,2017-03-27
2017-04-13,cadiz,el-puerto-de-santa-maria,2017-04-10
2017-04-14,cadiz,el-puerto-de-santa-maria,2017-04-10
2017-05-01,cadiz,el-puerto-de-santa-maria,2017-05-01
2017-07-16,cadiz,el-puerto-de-santa-maria,2017-07-10
2017-08-15,cadiz,el-puerto-de-santa-maria,2017-08-14
2017-09-07,cadiz,el-puerto-de-santa-maria,2017-09-04
2017-10-12,cadiz,el-puerto-de-santa-maria,2017-10-09
2017-11-01,cadiz,el-puerto-de-santa-maria,2017-10-30
2017-12-06,cadiz,el-puerto-de-santa-maria,2017-12-04
2017-12-08,cadiz,el-puerto-de-santa-maria,2017-12-04
2017-12-25,cadiz,el-puerto-de-santa-maria,2017-12-25
2017-01-02,cadiz,puerto-real,2017-01-02
2017-01-06,cadiz,puerto-real,2017-01-02
2017-02-28,cadiz,puerto-real,2017-02-27
2017-04-01,cadiz,puerto-real,2017-03-27
2017-04-02,cadiz,puerto-real,2017-03-27
2017-04-13,cadiz,puerto-real,2017-04-10
2017-04-14,cadiz,puerto-real,2017-04-10
2017-05-01,cadiz,puerto-real,2017-05-01
2017-06-06,cadiz,puerto-real,2017-06-05
2017-08-15,cadiz,puerto-real,2017-08-14
